control_id,control_name,control_text,domain_identifier,pptdf_scope,control_question,relative_weighting,nist_csf_function,is_new_control,is_mcr,is_dsr,control_type
END-06.4,Automated Response to Integrity Violations,Automated mechanisms exist to implement remediation actions when integrity violations are discovered. ,END,Technology,Does the organization use automated mechanisms to implement remediation actions when integrity violations are discovered? ,5,Respond,No,No,No,SCF
END-06.5,Boot Process Integrity,Automated mechanisms exist to verify the integrity of the boot process of information systems.,END,Technology,Does the organization use automated mechanisms to verify the integrity of the boot process of information systems?,5,Protect,No,No,No,SCF
END-06.6,Protection of Boot Firmware,Automated mechanisms exist to protect the integrity of boot firmware in information systems.,END,Technology,Does the organization use automated mechanisms to protect the integrity of boot firmware in information systems?,5,Protect,No,No,No,SCF
END-06.7,Binary or Machine-Executable Code,Mechanisms exist to prohibit the use of binary or machine-executable code from sources with limited or no warranty and without access to source code.,END,Technology,Does the organization prohibit the use of binary or machine-executable code from sources with limited or no warranty and without access to source code?,5,Protect,No,No,No,SCF
END-07,Host Intrusion Detection and Prevention Systems (HIDS / HIPS) ,"Mechanisms exist to utilize Host-based Intrusion Detection / Prevention Systems (HIDS / HIPS), or similar technologies, to monitor for and protect against anomalous host activity, including lateral movement across the network.",END,Technology,"Does the organization utilize Host-based Intrusion Detection / Prevention Systems (HIDS / HIPS), or similar technologies, to monitor for and protect against anomalous host activity, including lateral movement across the network?",9,Protect,No,No,No,SCF
END-08,Phishing & Spam Protection ,Mechanisms exist to utilize anti-phishing and spam protection technologies to detect and take action on unsolicited messages transported by electronic mail.,END,Technology,Does the organization utilize anti-phishing and spam protection technologies to detect and take action on unsolicited messages transported by electronic mail?,10,Protect,No,No,No,SCF
END-08.1,Central Management,Mechanisms exist to centrally-manage anti-phishing and spam protection technologies.,END,Technology,Does the organization centrally-manage anti-phishing and spam protection technologies?,5,Protect,No,No,No,SCF
END-08.2,Automatic Spam and Phishing Protection Updates,Mechanisms exist to automatically update anti-phishing and spam protection technologies when new releases are available in accordance with configuration and change management practices.,END,Technology,Does the organization automatically update anti-phishing and spam protection technologies when new releases are available in accordance with configuration and change management practices?,8,Protect,No,No,No,SCF
END-09,Trusted Path,Mechanisms exist to establish a trusted communications path between the user and the security functions of the operating system.,END,Technology,Does the organization establish a trusted communications path between the user and the security functions of the operating system?,9,Protect,No,No,No,SCF
END-10,Mobile Code,Mechanisms exist to address mobile code / operating system-independent applications. ,END,Technology,Does the organization address mobile code / operating system-independent applications? ,4,Detect,No,No,No,SCF
END-11,Thin Nodes,Mechanisms exist to configure thin nodes to have minimal functionality and information storage. ,END,Technology,Does the organization configure thin nodes to have minimal functionality and information storage? ,4,Protect,No,No,No,SCF
END-12,Port & Input / Output (I/O) Device Access ,Mechanisms exist to physically disable or remove unnecessary connection ports or input/output devices from sensitive systems.,END,Technology,Does the organization physically disable or remove unnecessary connection ports or input/output devices from sensitive systems?,6,Protect,No,No,No,SCF
END-13,Sensor Capability,"Mechanisms exist to configure embedded sensors on systems to: 
(1) Prohibit the remote activation of sensing capabilities; and
(2) Provide an explicit indication of sensor use to users.",END,Technology,"Does the organization configure embedded sensors on systems to: 
 (1) Prohibit the remote activation of sensing capabilities; and
 (2) Provide an explicit indication of sensor use to users?",7,Protect,No,No,No,SCF
END-13.1,Authorized Use,Mechanisms exist to utilize organization-defined measures so that data or information collected by sensors is only used for authorized purposes.,END,Technology,Does the organization utilize organization-defined measures so that data or information collected by sensors is only used for authorized purposes?,8,Protect,No,No,No,SCF
END-13.2,Notice of Collection,Mechanisms exist to notify individuals that Personal Data (PD) is collected by sensors.,END,Technology,Does the organization notify individuals that Personal Data (PD) is collected by sensors?,6,Identify,No,No,No,SCF
END-13.3,Collection Minimization,Mechanisms exist to utilize sensors that are configured to minimize the collection of information about individuals.,END,Technology,Does the organization utilize sensors that are configured to minimize the collection of information about individuals?,8,Protect,No,No,No,SCF
END-13.4,Sensor Delivery Verification,Mechanisms exist to verify embedded technology sensors are configured so that data collected by the sensor(s) is only reported to authorized individuals or roles.,END,Technology,Does the organization verify embedded technology sensors are configured so that data collected by the sensor(s) is only reported to authorized individuals or roles?,4,Protect,No,No,No,SCF
END-14,Collaborative Computing Devices ,"Mechanisms exist to unplug or prohibit the remote activation of collaborative computing devices with the following exceptions: 
(1) Networked whiteboards; 
(2) Video teleconference cameras; and 
(3) Teleconference microphones.",END,Technology,"Does the organization unplug or prohibit the remote activation of collaborative computing devices with the following exceptions: 
 (1) Networked whiteboards; 
 (2) Video teleconference cameras; and 
 (3) Teleconference microphones?",9,Protect,No,No,No,SCF
